True, 440, 65
True, 440, 75
True, 440, 77
True, 440, 68
True, 440, 57
True, 440, 74
True, 440, 61
True, 440, 57
False, 180, 24
True, 440, 78
False, 420, 48
True, 440, 61
True, 440, 57
True, 440, 70
False, 430, 66
True, 440, 84
True, 440, 79
True, 440, 88
True, 440, 52
True, 440, 71
True, 440, 61
True, 440, 56
True, 440, 61
True, 440, 99
True, 440, 63
True, 440, 60
True, 440, 108
True, 440, 64
False, 430, 95
True, 440, 74
True, 440, 103
True, 440, 61
True, 440, 59
False, 360, 40
True, 440, 59
True, 440, 85
True, 440, 104
True, 440, 90
True, 440, 91
True, 440, 65
True, 440, 59
True, 440, 77
True, 440, 66
False, 320, 68
True, 440, 80
True, 440, 57
False, 400, 46
True, 440, 71
True, 440, 57
True, 440, 71
False, 340, 38
True, 440, 57
True, 440, 62
True, 440, 50
True, 440, 64
True, 440, 80
True, 440, 98
True, 440, 55
True, 440, 76
True, 440, 61
True, 440, 77
True, 440, 61
True, 440, 99
True, 440, 52
True, 440, 91
True, 440, 70
True, 440, 70
True, 440, 78
False, 390, 63
True, 440, 74
False, 210, 21
True, 440, 61
True, 440, 75
True, 440, 66
True, 440, 59
True, 440, 87
True, 440, 70
True, 440, 65
False, 420, 57
True, 440, 50
True, 440, 85
True, 440, 76
True, 440, 66
True, 440, 72
True, 440, 61
True, 440, 60
True, 440, 67
True, 440, 69
False, 420, 69
True, 440, 63
True, 440, 76
True, 440, 61
True, 440, 59
False, 160, 25
True, 440, 65
False, 400, 48
True, 440, 64
True, 440, 62
True, 440, 103
True, 440, 59
True, 440, 59
True, 440, 63
True, 440, 68
True, 440, 70
True, 440, 49
True, 440, 61
True, 440, 92
True, 440, 55
True, 440, 61
False, 350, 35
False, 420, 56
True, 440, 57
True, 440, 87
True, 440, 49
False, 180, 24
True, 440, 66
True, 440, 72
True, 440, 63
True, 440, 71
True, 440, 91
True, 440, 63
True, 440, 91
False, 420, 91
True, 440, 99
True, 440, 65
True, 440, 51
False, 420, 55
True, 440, 84
True, 440, 89
True, 440, 97
True, 440, 78
True, 440, 75
False, 420, 59
True, 440, 73
True, 440, 65
True, 440, 57
True, 440, 64
True, 440, 96
True, 440, 49
True, 440, 74
True, 440, 59
True, 440, 57
False, 420, 53
True, 440, 76
True, 440, 73
True, 440, 61
True, 440, 57
True, 440, 91
True, 440, 83
True, 440, 61
True, 440, 93
True, 440, 81
True, 440, 91
True, 440, 58
True, 440, 78
False, 430, 76
True, 440, 161
True, 440, 90
False, 420, 55
True, 440, 57
True, 440, 59
True, 440, 78
True, 440, 96
True, 440, 71
False, 400, 96
True, 440, 134
False, 380, 52
True, 440, 61
True, 440, 64
True, 440, 74
True, 440, 59
True, 440, 66
True, 440, 88
True, 440, 89
True, 440, 57
False, 430, 55
True, 440, 63
True, 440, 86
True, 440, 66
True, 440, 59
True, 440, 78
True, 440, 65
True, 440, 58
False, 400, 58
True, 440, 58
True, 440, 57
True, 440, 71
True, 440, 63
True, 440, 67
True, 440, 74
True, 440, 69
False, 400, 44
True, 440, 63
True, 440, 71
True, 440, 79
True, 440, 61
False, 300, 44
True, 440, 62
True, 440, 118
True, 440, 59
True, 440, 59
