True, 440, 75
True, 440, 70
True, 440, 63
True, 440, 75
False, 270, 31
True, 440, 71
True, 440, 63
True, 440, 73
True, 440, 69
False, 410, 57
True, 440, 61
True, 440, 61
True, 440, 53
True, 440, 118
False, 310, 40
True, 440, 65
True, 440, 51
False, 380, 45
False, 290, 34
True, 440, 61
True, 440, 65
True, 440, 71
True, 440, 60
True, 440, 68
True, 440, 61
True, 440, 49
True, 440, 49
True, 440, 57
True, 440, 59
False, 380, 40
True, 440, 57
True, 440, 70
True, 440, 65
True, 440, 67
True, 440, 69
False, 360, 40
True, 440, 71
True, 440, 61
True, 440, 73
True, 440, 78
True, 440, 58
True, 440, 53
True, 440, 55
True, 440, 80
True, 440, 89
True, 440, 65
True, 440, 63
True, 440, 63
True, 440, 62
False, 360, 54
False, 420, 56
True, 440, 55
False, 190, 25
True, 440, 95
True, 440, 65
True, 440, 49
True, 440, 64
True, 440, 64
False, 410, 68
True, 440, 64
True, 440, 61
True, 440, 57
True, 440, 91
False, 420, 85
True, 440, 85
True, 440, 75
True, 440, 73
True, 440, 57
True, 440, 96
True, 440, 62
False, 420, 83
False, 260, 50
True, 440, 82
True, 440, 70
True, 440, 83
False, 420, 65
True, 440, 57
True, 440, 68
True, 440, 67
True, 440, 59
True, 440, 56
False, 370, 37
True, 440, 61
True, 440, 61
False, 390, 55
True, 440, 52
True, 440, 63
True, 440, 69
True, 440, 69
True, 440, 59
False, 400, 50
True, 440, 71
True, 440, 82
True, 440, 55
True, 440, 62
True, 440, 56
False, 320, 36
True, 440, 63
True, 440, 122
True, 440, 74
True, 440, 73
True, 440, 79
False, 320, 51
True, 440, 80
True, 440, 59
True, 440, 63
True, 440, 84
True, 440, 76
False, 370, 67
True, 440, 67
True, 440, 77
True, 440, 73
False, 380, 47
True, 440, 62
True, 440, 70
True, 440, 90
True, 440, 70
True, 440, 59
True, 440, 57
True, 440, 71
True, 440, 69
False, 390, 63
True, 440, 82
True, 440, 82
True, 440, 57
True, 440, 56
True, 440, 68
False, 420, 73
True, 440, 63
True, 440, 71
True, 440, 61
True, 440, 70
True, 440, 49
False, 420, 88
True, 440, 108
True, 440, 60
True, 440, 74
True, 440, 73
False, 370, 37
True, 440, 77
True, 440, 64
False, 420, 57
True, 440, 69
False, 420, 60
True, 440, 95
True, 440, 81
True, 440, 96
False, 180, 24
True, 440, 60
True, 440, 110
True, 440, 51
True, 440, 88
True, 440, 80
True, 440, 57
False, 430, 70
False, 150, 21
True, 440, 71
False, 430, 67
True, 440, 124
True, 440, 57
True, 440, 53
False, 350, 60
True, 440, 77
True, 440, 82
True, 440, 49
True, 440, 86
True, 440, 52
True, 440, 64
True, 440, 80
True, 440, 60
True, 440, 100
True, 440, 67
True, 440, 64
True, 440, 65
True, 440, 82
True, 440, 67
True, 440, 72
True, 440, 61
False, 160, 26
True, 440, 77
True, 440, 61
True, 440, 96
True, 440, 89
True, 440, 66
True, 440, 85
True, 440, 60
True, 440, 52
True, 440, 49
False, 310, 52
True, 440, 59
True, 440, 70
True, 440, 75
True, 440, 89
True, 440, 57
True, 440, 58
True, 440, 70
True, 440, 55
True, 440, 70
True, 440, 69
True, 440, 67
False, 420, 232
False, 320, 37
False, 310, 47
True, 440, 107
True, 440, 63
False, 420, 85
True, 440, 64
True, 440, 59
True, 440, 67
True, 440, 93
True, 440, 67
True, 440, 66
True, 440, 83
True, 440, 65
True, 440, 70
True, 440, 144
True, 440, 69
True, 440, 119
True, 440, 72
True, 440, 138
True, 440, 68
True, 440, 78
True, 440, 65
True, 440, 98
True, 440, 156
True, 440, 88
False, 230, 45
True, 440, 59
True, 440, 73
True, 440, 81
True, 440, 90
True, 440, 57
False, 370, 37
True, 440, 67
True, 440, 89
True, 440, 71
True, 440, 63
True, 440, 70
True, 440, 59
True, 440, 66
True, 440, 54
True, 440, 57
True, 440, 72
True, 440, 72
True, 440, 89
False, 320, 37
True, 440, 74
True, 440, 73
True, 440, 67
True, 440, 76
True, 440, 70
False, 330, 40
True, 440, 66
False, 180, 24
True, 440, 71
True, 440, 80
True, 440, 62
True, 440, 74
True, 440, 69
True, 440, 73
False, 360, 40
True, 440, 57
True, 440, 92
False, 320, 36
True, 440, 76
False, 400, 50
True, 440, 57
True, 440, 67
True, 440, 61
True, 440, 73
True, 440, 81
True, 440, 62
True, 440, 59
False, 370, 37
True, 440, 63
False, 350, 41
True, 440, 79
True, 440, 63
True, 440, 71
True, 440, 86
False, 370, 38
True, 440, 112
True, 440, 97
True, 440, 64
True, 440, 81
True, 440, 75
False, 370, 37
False, 410, 64
True, 440, 72
False, 360, 42
False, 420, 86
True, 440, 61
False, 410, 64
True, 440, 59
True, 440, 60
True, 440, 84
True, 440, 62
True, 440, 57
True, 440, 98
True, 440, 61
True, 440, 74
True, 440, 71
True, 440, 75
True, 440, 101
False, 250, 40
True, 440, 49
True, 440, 57
True, 440, 59
False, 360, 44
True, 440, 70
True, 440, 59
True, 440, 70
True, 440, 61
True, 440, 70
True, 440, 94
True, 440, 74
True, 440, 63
True, 440, 63
True, 440, 61
True, 440, 64
False, 360, 40
True, 440, 85
True, 440, 63
True, 440, 87
True, 440, 58
True, 440, 61
True, 440, 54
True, 440, 74
True, 440, 90
False, 180, 24
True, 440, 61
True, 440, 58
False, 220, 39
True, 440, 64
False, 420, 97
True, 440, 78
True, 440, 59
True, 440, 99
False, 170, 23
True, 440, 70
True, 440, 65
False, 320, 37
True, 440, 59
True, 440, 61
False, 310, 39
True, 440, 61
True, 440, 49
True, 440, 55
True, 440, 70
True, 440, 89
True, 440, 61
True, 440, 57
True, 440, 81
False, 410, 83
True, 440, 87
True, 440, 86
True, 440, 49
True, 440, 74
True, 440, 92
True, 440, 63
False, 380, 54
True, 440, 82
True, 440, 71
True, 440, 112
True, 440, 67
True, 440, 85
True, 440, 80
True, 440, 101
True, 440, 82
True, 440, 70
True, 440, 63
False, 420, 55
True, 440, 65
False, 430, 77
True, 440, 70
True, 440, 65
True, 440, 99
True, 440, 61
True, 440, 91
True, 440, 49
True, 440, 75
True, 440, 59
True, 440, 73
False, 410, 71
True, 440, 73
True, 440, 61
True, 440, 75
True, 440, 82
False, 110, 11
False, 430, 74
True, 440, 65
False, 200, 25
True, 440, 49
False, 370, 37
True, 440, 79
True, 440, 57
True, 440, 84
True, 440, 51
True, 440, 81
False, 180, 24
True, 440, 69
True, 440, 73
True, 440, 67
True, 440, 62
True, 440, 68
False, 320, 36
False, 380, 50
True, 440, 98
True, 440, 59
False, 260, 26
False, 420, 69
True, 440, 65
False, 410, 78
False, 310, 40
True, 440, 62
False, 390, 63
True, 440, 49
False, 400, 82
False, 180, 24
True, 440, 62
False, 420, 56
True, 440, 59
True, 440, 76
True, 440, 57
True, 440, 63
True, 440, 71
True, 440, 90
True, 440, 93
True, 440, 82
False, 170, 26
True, 440, 77
True, 440, 61
True, 440, 81
True, 440, 53
True, 440, 70
True, 440, 84
True, 440, 64
True, 440, 64
True, 440, 84
True, 440, 61
True, 440, 80
True, 440, 72
False, 390, 48
True, 440, 74
False, 410, 57
True, 440, 61
True, 440, 71
True, 440, 71
True, 440, 156
True, 440, 88
True, 440, 51
True, 440, 58
False, 410, 83
True, 440, 71
True, 440, 63
True, 440, 57
True, 440, 55
True, 440, 61
True, 440, 57
True, 440, 66
True, 440, 49
False, 260, 50
True, 440, 88
True, 440, 52
True, 440, 57
True, 440, 86
True, 440, 76
True, 440, 59
False, 430, 78
False, 370, 39
True, 440, 76
True, 440, 57
True, 440, 124
True, 440, 86
True, 440, 63
True, 440, 57
True, 440, 61
True, 440, 63
True, 440, 65
True, 440, 57
True, 440, 59
True, 440, 53
False, 410, 60
True, 440, 76
True, 440, 123
True, 440, 67
True, 440, 59
True, 440, 67
True, 440, 77
True, 440, 59
True, 440, 83
True, 440, 63
True, 440, 78
True, 440, 77
False, 400, 42
True, 440, 80
False, 350, 42
True, 440, 73
True, 440, 66
True, 440, 145
True, 440, 92
True, 440, 59
True, 440, 66
True, 440, 72
True, 440, 82
True, 440, 82
True, 440, 85
True, 440, 61
False, 370, 37
True, 440, 72
True, 440, 79
True, 440, 101
True, 440, 67
True, 440, 68
True, 440, 62
True, 440, 60
True, 440, 63
True, 440, 88
False, 410, 55
True, 440, 57
True, 440, 73
True, 440, 97
True, 440, 56
True, 440, 60
False, 380, 101
True, 440, 49
True, 440, 87
True, 440, 81
True, 440, 72
True, 440, 55
True, 440, 71
False, 190, 24
True, 440, 56
True, 440, 108
True, 440, 69
True, 440, 70
True, 440, 95
True, 440, 63
True, 440, 71
True, 440, 76
False, 420, 73
False, 180, 24
True, 440, 80
True, 440, 65
True, 440, 71
False, 370, 38
True, 440, 55
True, 440, 85
False, 420, 102
False, 420, 111
True, 440, 77
False, 320, 46
True, 440, 84
True, 440, 63
False, 150, 21
True, 440, 58
True, 440, 67
False, 390, 89
True, 440, 53
True, 440, 76
True, 440, 77
True, 440, 65
True, 440, 49
True, 440, 203
True, 440, 86
True, 440, 57
True, 440, 57
True, 440, 94
True, 440, 63
False, 370, 37
False, 420, 68
True, 440, 74
True, 440, 66
False, 380, 43
False, 430, 112
True, 440, 74
False, 430, 119
True, 440, 90
True, 440, 69
True, 440, 61
True, 440, 56
True, 440, 49
False, 350, 35
True, 440, 64
True, 440, 65
True, 440, 58
False, 330, 40
True, 440, 61
True, 440, 61
True, 440, 80
True, 440, 65
True, 440, 60
True, 440, 79
True, 440, 90
True, 440, 62
True, 440, 75
False, 390, 71
False, 340, 46
True, 440, 94
True, 440, 76
True, 440, 61
True, 440, 89
True, 440, 58
True, 440, 100
True, 440, 59
True, 440, 71
False, 420, 47
True, 440, 63
True, 440, 64
True, 440, 55
True, 440, 59
True, 440, 73
True, 440, 65
True, 440, 61
True, 440, 67
True, 440, 58
True, 440, 80
True, 440, 67
True, 440, 97
True, 440, 70
True, 440, 78
True, 440, 49
True, 440, 76
True, 440, 61
True, 440, 89
True, 440, 68
True, 440, 68
True, 440, 73
False, 280, 44
True, 440, 61
True, 440, 63
True, 440, 75
True, 440, 92
True, 440, 93
True, 440, 68
True, 440, 57
True, 440, 56
True, 440, 73
False, 410, 103
True, 440, 65
True, 440, 74
True, 440, 69
True, 440, 69
True, 440, 157
True, 440, 67
True, 440, 71
True, 440, 63
False, 180, 24
True, 440, 68
True, 440, 67
True, 440, 78
True, 440, 59
True, 440, 67
False, 400, 76
False, 430, 64
False, 310, 33
True, 440, 57
True, 440, 65
True, 440, 86
True, 440, 58
False, 410, 79
True, 440, 71
True, 440, 65
True, 440, 80
False, 410, 65
True, 440, 78
True, 440, 61
True, 440, 57
True, 440, 57
True, 440, 57
False, 290, 33
True, 440, 74
True, 440, 61
True, 440, 72
True, 440, 55
True, 440, 69
True, 440, 63
True, 440, 78
True, 440, 81
True, 440, 83
True, 440, 69
False, 410, 67
True, 440, 60
True, 440, 66
True, 440, 63
True, 440, 49
False, 400, 46
True, 440, 100
True, 440, 73
False, 400, 52
True, 440, 70
True, 440, 72
True, 440, 64
True, 440, 59
True, 440, 72
True, 440, 61
True, 440, 58
True, 440, 73
True, 440, 91
True, 440, 64
False, 430, 97
True, 440, 57
True, 440, 99
False, 380, 65
True, 440, 61
False, 430, 90
False, 270, 31
False, 420, 127
False, 430, 182
False, 380, 61
True, 440, 70
False, 430, 99
True, 440, 105
True, 440, 60
True, 440, 49
False, 170, 23
True, 440, 49
True, 440, 95
True, 440, 73
True, 440, 75
True, 440, 65
False, 80, 8
True, 440, 61
False, 360, 37
True, 440, 70
True, 440, 57
True, 440, 56
True, 440, 131
True, 440, 57
False, 400, 47
True, 440, 66
True, 440, 79
False, 420, 105
True, 440, 86
True, 440, 93
True, 440, 75
True, 440, 81
True, 440, 107
True, 440, 91
False, 410, 64
True, 440, 80
True, 440, 84
True, 440, 66
True, 440, 61
True, 440, 55
False, 240, 24
True, 440, 132
True, 440, 57
True, 440, 59
True, 440, 61
False, 400, 74
True, 440, 60
False, 420, 50
True, 440, 67
False, 320, 57
True, 440, 70
True, 440, 75
False, 420, 172
False, 310, 36
False, 310, 31
True, 440, 110
False, 140, 18
True, 440, 93
True, 440, 57
False, 420, 71
True, 440, 90
True, 440, 71
False, 420, 54
True, 440, 49
True, 440, 60
True, 440, 51
True, 440, 147
True, 440, 73
True, 440, 65
True, 440, 83
True, 440, 59
False, 420, 68
True, 440, 79
True, 440, 67
False, 360, 70
True, 440, 69
True, 440, 75
True, 440, 57
True, 440, 59
True, 440, 63
True, 440, 49
True, 440, 84
True, 440, 83
True, 440, 52
True, 440, 86
True, 440, 107
False, 360, 37
True, 440, 64
True, 440, 70
True, 440, 81
False, 380, 65
True, 440, 74
True, 440, 57
True, 440, 62
