0, 200, 20
0, 310, 54
0, 600, 135
0, 720, 209
0, 170, 22
0, 680, 132
0, 520, 93
0, 510, 252
0, 560, 61
0, 360, 56
0, 140, 19
0, 440, 90
0, 180, 27
0, 470, 103
0, 550, 109
0, 840, 243
0, 310, 36
0, 150, 27
0, 590, 97
0, 820, 286
0, 190, 21
0, 710, 256
0, 390, 80
0, 530, 85
0, 380, 53
0, 110, 19
0, 440, 95
0, 410, 72
0, 490, 101
0, 570, 96
0, 500, 77
0, 860, 454
0, 290, 35
0, 810, 352
0, 390, 65
0, 490, 52
0, 260, 51
0, 890, 274
0, 540, 92
0, 650, 125
0, 720, 96
0, 700, 227
0, 130, 27
0, 540, 102
0, 100, 10
0, 90, 10
0, 740, 190
0, 150, 15
0, 290, 47
0, 780, 165
0, 660, 103
0, 760, 254
0, 760, 189
0, 490, 92
0, 360, 50
0, 320, 41
0, 760, 366
0, 500, 94
0, 560, 66
0, 300, 37
0, 400, 84
0, 360, 56
0, 640, 283
0, 190, 21
0, 450, 66
0, 500, 70
0, 170, 30
0, 840, 272
0, 120, 14
0, 550, 96
0, 500, 192
0, 180, 21
0, 590, 86
0, 100, 10
0, 270, 38
0, 520, 112
0, 1000, 339
0, 440, 75
0, 370, 87
0, 790, 230
0, 400, 45
0, 400, 40
0, 460, 58
0, 440, 67
0, 500, 124
0, 580, 114
0, 850, 157
0, 480, 100
0, 700, 87
0, 340, 51
0, 100, 11
0, 660, 170
0, 550, 84
0, 510, 79
0, 650, 328
0, 650, 146
0, 170, 22
0, 860, 243
0, 160, 29
0, 880, 384
0, 220, 37
0, 750, 104
0, 500, 72
0, 200, 33
0, 330, 44
0, 100, 11
0, 770, 294
0, 530, 103
0, 430, 92
0, 90, 20
0, 240, 33
0, 860, 246
0, 820, 184
0, 700, 288
0, 470, 62
0, 510, 94
0, 150, 50
0, 570, 91
0, 370, 51
0, 470, 100
0, 590, 117
0, 490, 70
0, 510, 94
0, 220, 61
0, 390, 85
0, 140, 28
0, 400, 52
0, 390, 79
0, 310, 34
0, 120, 18
0, 420, 62
0, 460, 113
0, 200, 23
0, 790, 282
0, 460, 119
0, 360, 61
0, 260, 50
0, 470, 47
0, 790, 200
0, 790, 179
0, 100, 10
0, 510, 64
0, 160, 24
0, 850, 203
0, 280, 38
0, 620, 110
0, 770, 240
0, 610, 103
0, 560, 107
0, 350, 77
0, 1100, 695
0, 910, 308
0, 480, 98
0, 610, 121
0, 250, 58
0, 850, 260
0, 410, 87
0, 670, 135
0, 850, 537
0, 190, 35
0, 680, 136
0, 600, 95
0, 690, 254
0, 520, 123
0, 250, 28
0, 260, 62
0, 470, 99
0, 840, 220
0, 470, 83
0, 600, 104
0, 510, 125
0, 680, 139
0, 660, 118
0, 600, 151
0, 310, 42
0, 640, 93
0, 660, 116
0, 340, 43
0, 530, 130
0, 180, 21
0, 310, 50
0, 780, 219
0, 70, 22
0, 390, 49
0, 220, 51
0, 860, 280
0, 480, 55
0, 640, 144
0, 440, 75
0, 870, 222
0, 620, 138
0, 470, 141
0, 170, 27
0, 230, 33
0, 560, 109
0, 150, 36
0, 170, 23
0, 370, 77
0, 570, 96
0, 660, 116
0, 140, 31
0, 340, 86
0, 840, 372
0, 830, 343
0, 280, 51
0, 700, 152
0, 430, 78
0, 90, 19
0, 390, 118
0, 590, 135
0, 570, 78
0, 840, 229
0, 440, 67
0, 1010, 296
0, 950, 252
0, 190, 64
0, 310, 50
0, 510, 97
0, 640, 193
0, 320, 42
0, 160, 38
0, 490, 73
0, 840, 250
0, 930, 324
0, 850, 272
0, 500, 85
0, 110, 19
0, 840, 264
0, 560, 160
0, 570, 132
0, 660, 102
0, 940, 264
0, 720, 131
0, 500, 105
0, 100, 10
0, 620, 119
0, 590, 90
0, 560, 82
0, 800, 329
0, 850, 234
0, 500, 74
0, 480, 77
0, 100, 10
0, 510, 76
0, 650, 107
0, 720, 151
0, 300, 57
0, 680, 171
0, 780, 206
0, 640, 83
0, 170, 28
0, 770, 233
0, 770, 329
0, 550, 58
0, 140, 32
0, 410, 49
0, 660, 200
0, 730, 189
0, 110, 23
0, 390, 44
0, 270, 29
0, 670, 175
0, 430, 81
0, 420, 72
0, 560, 84
0, 730, 154
0, 500, 66
0, 660, 114
0, 730, 194
0, 830, 237
0, 130, 14
0, 690, 131
0, 590, 103
0, 170, 21
0, 420, 104
0, 830, 371
0, 530, 72
0, 410, 50
0, 220, 26
0, 90, 21
0, 270, 27
0, 270, 81
0, 100, 10
0, 290, 33
0, 1060, 498
0, 550, 74
0, 340, 74
0, 130, 26
0, 350, 49
0, 650, 163
0, 130, 14
0, 240, 29
0, 480, 69
0, 900, 646
0, 90, 25
0, 570, 91
0, 570, 77
0, 100, 10
0, 290, 59
0, 290, 41
0, 200, 23
0, 480, 168
0, 400, 72
0, 260, 40
0, 210, 26
0, 490, 52
0, 120, 18
0, 180, 22
0, 810, 361
0, 680, 183
0, 660, 135
0, 440, 54
0, 520, 62
0, 280, 32
0, 370, 52
0, 610, 150
0, 970, 311
0, 780, 159
0, 350, 49
0, 390, 69
0, 710, 114
0, 830, 276
0, 800, 263
0, 800, 171
0, 610, 80
0, 670, 180
0, 90, 11
0, 370, 50
0, 710, 170
0, 660, 219
0, 90, 58
0, 630, 154
0, 580, 140
0, 860, 202
0, 530, 136
0, 90, 12
0, 230, 33
0, 430, 70
0, 510, 107
0, 120, 26
0, 540, 71
0, 100, 28
0, 350, 40
0, 670, 203
0, 360, 53
0, 740, 149
0, 570, 83
0, 530, 124
0, 420, 54
0, 490, 144
0, 780, 230
0, 170, 26
0, 440, 65
0, 510, 96
0, 240, 27
0, 710, 240
0, 790, 190
0, 510, 136
0, 410, 66
0, 250, 66
0, 720, 192
0, 740, 115
