1, 440, 53
0, 420, 62
1, 440, 73
1, 440, 66
0, 410, 49
1, 440, 58
1, 440, 102
0, 390, 47
1, 440, 92
1, 440, 65
1, 440, 56
1, 440, 68
1, 440, 60
0, 420, 57
0, 360, 45
1, 440, 56
0, 340, 44
1, 440, 63
1, 440, 68
1, 440, 62
1, 440, 66
1, 440, 60
1, 440, 66
1, 440, 61
0, 350, 37
0, 370, 65
1, 440, 59
0, 420, 74
0, 290, 35
0, 420, 60
1, 440, 62
1, 440, 158
0, 410, 53
0, 330, 41
1, 440, 64
1, 440, 69
0, 420, 75
1, 440, 64
1, 440, 56
1, 440, 75
1, 440, 62
1, 440, 89
1, 440, 117
1, 440, 61
1, 440, 73
1, 440, 76
1, 440, 52
1, 440, 54
1, 440, 62
1, 440, 54
1, 440, 89
0, 400, 92
1, 440, 65
1, 440, 54
1, 440, 62
1, 440, 76
1, 440, 104
0, 400, 48
1, 440, 60
1, 440, 71
1, 440, 58
1, 440, 58
1, 440, 62
1, 440, 77
1, 440, 65
1, 440, 64
0, 320, 40
1, 440, 196
1, 440, 55
1, 440, 54
1, 440, 60
1, 440, 72
1, 440, 63
0, 400, 66
1, 440, 58
1, 440, 107
0, 420, 49
0, 420, 94
1, 440, 121
0, 230, 29
0, 350, 37
1, 440, 73
0, 260, 40
1, 440, 64
1, 440, 56
1, 440, 68
1, 440, 73
1, 440, 132
1, 440, 76
0, 420, 61
0, 390, 59
0, 430, 80
1, 440, 58
1, 440, 85
1, 440, 54
1, 440, 74
1, 440, 93
1, 440, 99
1, 440, 52
1, 440, 60
1, 440, 66
1, 440, 96
0, 400, 44
1, 440, 87
1, 440, 83
1, 440, 74
1, 440, 52
1, 440, 89
1, 440, 64
0, 400, 47
1, 440, 80
1, 440, 88
1, 440, 107
1, 440, 54
0, 400, 58
1, 440, 64
1, 440, 113
1, 440, 62
1, 440, 90
0, 360, 36
0, 70, 9
1, 440, 75
1, 440, 90
0, 330, 54
1, 440, 85
1, 440, 52
1, 440, 56
1, 440, 57
1, 440, 85
0, 410, 81
0, 430, 160
1, 440, 72
0, 430, 76
0, 400, 58
0, 400, 43
0, 420, 50
1, 440, 81
1, 440, 93
0, 410, 60
1, 440, 52
1, 440, 79
1, 440, 65
1, 440, 89
1, 440, 81
1, 440, 56
